count,hate_speech,offensive_language,neither,class,tweet,tweet_clean,tweet_lemma,tweet_nouns,tweet_sym,tweet_verbs,tweet_nv,num_tokens
3,0,2,1,1,All the bitches happy maybe one of his female friends can find him a bitvj,all the bitches happy maybe one of his female friends can find him a bitvj,all the bitch happy maybe one of -PRON- female friend can find -PRON- a bitvj,bitch friend bitvj,,can find,bitch friend bitvj can find,15
3,0,3,0,1,All the snacks in this bitch &#128516;,all the snacks in this bitch,all the snack in this bitch,snack bitch,,,snack bitch,6
3,1,2,0,1,All these 4/20 tweets are retarded most of these nig nogs haven't even smoke a bl&#250;nt ever,all these   tweets are retarded most of these nig nogs haven t even smoke a bl   nt ever,all these    tweet be retarded most of these nig nogs haven t even smoke a bl    nt ever,tweet nig nogs haven t bl,,smoke,tweet nig nogs haven t bl smoke,20
3,0,3,0,1,All these bitches want love from scrappy .,all these bitches want love from scrappy,all these bitch want love from scrappy,bitch love,,want,bitch love want,7
3,3,0,0,0,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel,all you muzzy lovers need to do one thing  tell muzzies in the mideast to leave israel alone  don t start no shit won t be no shit  hashtaghere,all -PRON- muzzy lover need to do one thing   tell muzzie in the mideast to leave israel alone   don t start no shit win t be no shit   hashtaghere,lover thing muzzie mideast israel don t shit t shit,,need tell leave start win,lover thing muzzie mideast israel don t shit t shit need tell leave start win,32
3,0,3,0,1,All you see is straight pussy in my iPhone!,all you see is straight pussy in my iphone,all -PRON- see be straight pussy in -PRON- iphone,iphone,,see,iphone see,9
3,2,1,0,0,"Almost got to see a white boy get beat around today, but he ran like a bitch.",almost got to see a white boy get beat around today  but he ran like a bitch,almost get to see a white boy get beat around today   but -PRON- run like a bitch,boy today bitch,,get see beat run,boy today bitch get see beat run,18
3,2,0,1,0,Already more yellows than the last 2 years combined #IndyCar #Honda200,already more yellows than the last  years combined hashtaghere hashtaghere,already more yellow than the last   year combine hashtaghere hashtaghere,yellow year,,combine,yellow year combine,11
3,2,1,0,0,Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways,alright ya faggots  lets just stop with all the s o and r t  no one gives a fuck on what you think of other people  probably lying anyways,alright ya faggot   let just stop with all the s o and r t   no one give a fuck on what -PRON- think of other people   probably lie anyways,ya faggot let s o r t one fuck people,,stop give think lie,ya faggot let s o r t one fuck people stop give think lie,32
6,0,6,0,1,Am I really going to sit here and cry like a bitch....,am i really going to sit here and cry like a bitch,be i really go to sit here and cry like a bitch,bitch,,go sit cry,bitch go sit cry,12
3,0,3,0,1,Amanda is a bitch omg I would beat her ass lol,amanda is a bitch omg i would beat her ass lol,amanda be a bitch omg i would beat -PRON- ass lol,amanda bitch omg ass,,would beat,amanda bitch omg ass would beat,11
9,0,9,0,1,"Amennn!!!!! ""@WomenLoveBrickz: If your girlfriend doesn't like that bitch, you don't talk to that bitch""",amennn       mentionhere  if your girlfriend doesn t like that bitch  you don t talk to that bitch,amennn        mentionhere   if -PRON- girlfriend doesn t like that bitch   -PRON- don t talk to that bitch,amennn mentionhere girlfriend doesn t bitch t talk bitch,,don,amennn mentionhere girlfriend doesn t bitch t talk bitch don,20
3,2,1,0,0,America is white trash and so are all Americans.,america is white trash and so are all americans,america be white trash and so be all americans,america trash americans,,,america trash americans,9
3,2,1,0,0,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..,and i wanna say something soooooo bad to these two cunts on twitter eh,and i wanna say something soooooo bad to these two cunt on twitter eh,wanna soooooo cunt twitter,,say,wanna soooooo cunt twitter say,14
3,2,1,0,0,And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that,and i m definitely top  at makin beats in the city but y all niggers love your trap beats so y all probably won t admit that,and i m definitely top   at makin beat in the city but y all nigger love -PRON- trap beat so y all probably win t admit that,makin beat city y nigger trap beat y t admit,,love win,makin beat city y nigger trap beat y t admit love win,28
3,0,3,0,1,And it's always the black bitches that's constantly late AF for no reason. Couldn't refuse the ladies in free til 12 &amp; $1 shots,and it s always the black bitches that s constantly late af for no reason  couldn t refuse the ladies in free til   amp    shots,and -PRON- s always the black bitch that s constantly late af for no reason   couldn t refuse the lady in free til    amp     shot,bitch reason couldn t lady amp shot,,s s refuse,bitch reason couldn t lady amp shot s s refuse,28
3,2,1,0,0,And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.,and the jew mentionhere favorited my tweet though  lol  don t have anymore time for this trash,and the jew mentionhere favorite -PRON- tweet though   lol   don t have anymore time for this trash,jew mentionhere tweet lol don t time trash,,favorite anymore,jew mentionhere tweet lol don t time trash favorite anymore,19
3,2,1,0,0,Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;,ankles          mentionhere     mentionhere  hood bitches with long weave is the worst thing ever    weave that be touching their ashy ankles,ankles           mentionhere      mentionhere   hood bitch with long weave be the bad thing ever     weave that be touch -PRON- ashy ankle,ankles mentionhere mentionhere hood bitch weave thing weave ankle,,be touch,ankles mentionhere mentionhere hood bitch weave thing weave ankle be touch,24
3,3,0,0,0,Anyone who came to the US as an indentured servant is white trash.,anyone who came to the us as an indentured servant is white trash,anyone who come to the us as an indenture servant be white trash,us servant trash,,come indenture,us servant trash come indenture,13
6,3,1,2,0,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,apaches   mm rounds turn jihadis into tomato soup mentionhere mentionhere mentionhere mentionhere,apaches    mm round turn jihadis into tomato soup mentionhere mentionhere mentionhere mentionhere,apaches mm round jihadis tomato soup mentionhere mentionhere mentionhere mentionhere,,turn,apaches mm round jihadis tomato soup mentionhere mentionhere mentionhere mentionhere turn,13
3,0,3,0,1,Are pet guinea pig is about to die this fucking blows :/,are pet guinea pig is about to die this fucking blows,be pet guinea pig be about to die this fucking blow,pet guinea pig blow,,die,pet guinea pig blow die,11
3,0,3,0,1,Arod like ugly bitches that like to fuck,arod like ugly bitches that like to fuck,arod like ugly bitch that like to fuck,arod bitch,,like fuck,arod bitch like fuck,8
3,2,0,1,0,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu,as always eli has the stupid hick hayseed look on his face giants fans kill yaselves it s gonna be a    urlhere,as always eli have the stupid hick hayseed look on -PRON- face giant fan kill yaselve -PRON- s go to be a     urlhere,eli hick hayseed face giant fan yaselve,,look kill s go,eli hick hayseed face giant fan yaselve look kill s go,24
3,2,1,0,0,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,as soon as we left iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up  pisses me off,as soon as -PRON- leave iraq all these towel head think -PRON- can fucking barge in and take over what -PRON- work so hard to set up   piss -PRON- off,iraq towel head barge,,leave think can fucking take work set piss,iraq towel head barge leave think can fucking take work set piss,31
3,0,3,0,1,Austin is a funny niggah,austin is a funny niggah,austin be a funny niggah,austin niggah,,,austin niggah,5
3,2,1,0,0,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them,awk    u don t like your own nephew   cousins bc our race   lmao broke ugly bitches fuck them we don t need them,awk     u don t like -PRON- own nephew    cousin bc -PRON- race    lmao break ugly bitch fuck -PRON- -PRON- don t need -PRON-,awk u don t nephew cousin race lmao bitch t,,bc break fuck don need,awk u don t nephew cousin race lmao bitch t bc break fuck don need,26
3,2,1,0,0,Ayy Carlton is a ghetto school now #SwitchedAtBirth,ayy carlton is a ghetto school now hashtaghere,ayy carlton be a ghetto school now hashtaghere,ayy carlton ghetto school,,,ayy carlton ghetto school,8
3,0,3,0,1,Back in this bitch again....,back in this bitch again,back in this bitch again,bitch,,,bitch,5
3,0,3,0,1,"Bad bitch give good head, dumb bitch get hood rich",bad bitch give good head  dumb bitch get hood rich,bad bitch give good head   dumb bitch get hood rich,bitch head bitch hood,,give get,bitch head bitch hood give get,11
3,0,3,0,1,Bad bitch good head I think she ah keeper !,bad bitch good head i think she ah keeper,bad bitch good head i think -PRON- ah keeper,bitch head,,think,bitch head think,9
3,0,3,0,1,Bad bitches in dirty ass houses &lt;&lt;&lt;,bad bitches in dirty ass houses  lt  lt  lt,bad bitch in dirty ass house   lt   lt   lt,bitch ass house lt lt lt,,,bitch ass house lt lt lt,12
3,0,3,0,1,Bad lil short fine bitch lil petite sumn,bad lil short fine bitch lil petite sumn,bad lil short fine bitch lil petite sumn,lil bitch lil petite sumn,,,lil bitch lil petite sumn,8
3,2,1,0,0,Bald head bitches think it's their time to prosper !,bald head bitches think it s their time to prosper,bald head bitch think -PRON- s -PRON- time to prosper,bald head bitch time,,think s prosper,bald head bitch time think s prosper,10
3,0,3,0,1,Beefin ova bitches trade ya clip for Pom Poms,beefin ova bitches trade ya clip for pom poms,beefin ova bitch trade ya clip for pom pom,beefin ova bitch clip pom pom,,trade,beefin ova bitch clip pom pom trade,9
3,0,3,0,1,Beer ball isn't for pussies,beer ball isn t for pussies,beer ball isn t for pussy,beer ball isn t pussy,,,beer ball isn t pussy,6
3,2,1,0,0,Between this trend and the vines acting like women its like niggas couldn't wait to be faggots http://t.co/dKVnjmCarZ,between this trend and the vines acting like women its like niggas couldn t wait to be faggots urlhere,between this trend and the vine act like woman -PRON- like niggas couldn t wait to be faggot urlhere,trend vine woman couldn t faggot,,act wait,trend vine woman couldn t faggot act wait,19
6,0,6,0,1,"Big boobs = no ass No ass = big boobs Big boobs and big ass = ugly face Big boobs , big ass , pretty face = hoe.",big boobs   no ass no ass   big boobs big boobs and big ass   ugly face big boobs   big ass   pretty face   hoe,big boob    no ass no ass    big boobs big boob and big as    ugly face big boob    big ass    pretty face    hoe,boob ass ass boobs boob as boob ass face hoe,,face,boob ass ass boobs boob as boob ass face hoe face,28
3,2,1,0,0,"Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO 

bitch pick one.

Fucking hate you.

I know you proud but shit.",bill smith dds mtv odb lgbtq mma nfl aflcio bitch pick one  fucking hate you  i know you proud but shit,bill smith dds mtv odb lgbtq mma nfl aflcio bitch pick one   fucking hate -PRON-   i know -PRON- proud but shit,bill smith dds mtv odb lgbtq mma nfl aflcio bitch,,pick hate know,bill smith dds mtv odb lgbtq mma nfl aflcio bitch pick hate know,23
3,2,1,0,0,"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk.",bitch ass nigga  be hating on black women    uncle tom bitch punk,bitch ass nigga   be hate on black woman     uncle tom bitch punk,bitch ass nigga woman uncle tom bitch punk,,hate,bitch ass nigga woman uncle tom bitch punk hate,14
3,2,1,0,0,"Bitch fuck yo nigga, what's up with that pussy!!?!",bitch fuck yo nigga  what s up with that pussy,bitch fuck yo nigga   what s up with that pussy,bitch fuck yo nigga pussy,,s,bitch fuck yo nigga pussy s,11
3,0,3,0,1,Bitch i wouldn't eat yah pussy wit another nigga tongue,bitch i wouldn t eat yah pussy wit another nigga tongue,bitch i wouldn t eat yah pussy wit another nigga tongue,bitch t yah wit nigga tongue,,wouldn eat,bitch t yah wit nigga tongue wouldn eat,11
3,2,1,0,0,Bitch you're the ugliest cunt ever.,bitch you re the ugliest cunt ever,bitch -PRON- re the ugly cunt ever,bitch cunt,,re,bitch cunt re,7
3,0,3,0,1,"Bitch, you may have a million dollar body, but you got a dollar menu face and a four-piece nugget pussy, so you ain't worth shit.",bitch  you may have a million dollar body  but you got a dollar menu face and a four piece nugget pussy  so you ain t worth shit,bitch   -PRON- may have a million dollar body   but -PRON- get a dollar menu face and a four piece nugget pussy   so -PRON- ain t worth shit,bitch dollar body dollar menu piece nugget pussy t worth shit,,may get face ain,bitch dollar body dollar menu piece nugget pussy t worth shit may get face ain,30
3,2,1,0,0,Bitches be having a nigga but want to be another nigga WCW bitch it don't work like that,bitches be having a nigga but want to be another nigga wcw bitch it don t work like that,bitch be have a nigga but want to be another nigga wcw bitch -PRON- don t work like that,bitch nigga nigga wcw bitch t work,,be have want don,bitch nigga nigga wcw bitch t work be have want don,19
6,1,5,0,1,Bitches be sounding damnear retarded on tbh videos &#128514;&#128514;&#128514; nbs,bitches be sounding damnear retarded on tbh videos           nbs,bitch be sound damnear retard on tbh video            nbs,bitch damnear video nbs,,sound retard,bitch damnear video nbs sound retard,10
3,0,3,0,1,Bitches don't even go out to have fun anymore they just go out to tweet about the function and to take pics wit other bitches,bitches don t even go out to have fun anymore they just go out to tweet about the function and to take pics wit other bitches,bitch don t even go out to have fun anymore -PRON- just go out to tweet about the function and to take pic wit other bitch,bitch don t fun function pic wit bitch,,go go tweet take,bitch don t fun function pic wit bitch go go tweet take,26
3,0,3,0,1,Bitches love beefing over a nigga that's always in other bitches faces.,bitches love beefing over a nigga that s always in other bitches faces,bitch love beef over a nigga that s always in other bitch face,bitch love nigga bitch,,beef s face,bitch love nigga bitch beef s face,13
6,1,5,0,1,Bitches rather be petty with his hoes instead of posting bail now that ah really fck em up.....psa,bitches rather be petty with his hoes instead of posting bail now that ah really fck em up     psa,bitch rather be petty with -PRON- hoe instead of post bail now that ah really fck -PRON- up      psa,bitch hoe bail psa,,post fck,bitch hoe bail psa post fck,20
3,0,3,0,1,Bitches will be bitches.,bitches will be bitches,bitch will be bitch,bitch bitch,,will,bitch bitch will,4
3,0,3,0,1,"Bitches, bitches, bitches.",bitches  bitches  bitches,bitch   bitch   bitch,bitch bitch bitch,,,bitch bitch bitch,5
3,3,0,0,0,Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.,black bitches don t be kickin up in our school  bitches still comin wit durags still on they head nd shit,black bitch don t be kickin up in -PRON- school   bitch still comin wit durag still on -PRON- head nd shit,bitch don t school bitch wit durag nd shit,,kickin comin head,bitch don t school bitch wit durag nd shit kickin comin head,22
3,3,0,0,0,Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,black cops want to kill white citizens  spic cops want to kill anglo citizens  zigeuner cops are all rapists,black cop want to kill white citizen   spic cop want to kill anglo citizen   zigeuner cop be all rapist,cop citizen cop anglo citizen zigeuner cop rapist,,want kill want kill,cop citizen cop anglo citizen zigeuner cop rapist want kill want kill,21
3,3,0,0,0,Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,black people like mentionhere disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,black people like mentionhere disgust -PRON- laugh at someone who die dumb monkey ass niggas like -PRON- need to be lock up just for stupidity,people mentionhere disgust monkey stupidity,,laugh die need lock,people mentionhere disgust monkey stupidity laugh die need lock,25
3,0,2,1,1,Boozer so trash,boozer so trash,boozer so trash,boozer trash,,,boozer trash,3
3,0,3,0,1,Bout to dub dis bitch,bout to dub dis bitch,bout to dub dis bitch,bout dis bitch,,dub,bout dis bitch dub,5
3,0,3,0,1,Bout to get a breasts reduction these bitches be in the way&#128530;,bout to get a breasts reduction these bitches be in the way,bout to get a breast reduction these bitch be in the way,bout breast reduction bitch way,,be,bout breast reduction bitch way be,12
3,0,3,0,1,Bout to put me some hoes on backpage .. Try my pimp hand out! &#128526;&#128075;&#128162;,bout to put me some hoes on backpage    try my pimp hand out,bout to put -PRON- some hoe on backpage     try -PRON- pimp hand out,bout hoe backpage pimp hand,,put try,bout hoe backpage pimp hand put try,14
3,2,1,0,0,Boy Yung thug is a fag,boy yung thug is a fag,boy yung thug be a fag,boy yung thug fag,,,boy yung thug fag,6
3,2,1,0,0,"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas.",brady heard yall say he was washed  now he washing the league on you hoe ass niggas,brady hear -PRON- all say -PRON- be wash   now -PRON- wash the league on -PRON- hoe ass niggas,brady league ass,,hear say wash wash hoe,brady league ass hear say wash wash hoe,19
3,0,3,0,1,"Britt attitude be for no reason , bitch mad at breakfast &#128514;&#128514;",britt attitude be for no reason   bitch mad at breakfast,britt attitude be for no reason    bitch mad at breakfast,britt attitude reason bitch mad breakfast,,,britt attitude reason bitch mad breakfast,11
3,2,1,0,0,"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh",bro everybody is a ho then  fuck it  your favorite color is mango red you are a ho  you charge your phone all the way to     ho  smh,bro everybody be a ho then   fuck -PRON-   -PRON- favorite color be mango red -PRON- be a ho   -PRON- charge -PRON- phone all the way to      ho   smh,bro ho color ho phone way ho,,fuck mango charge,bro ho color ho phone way ho fuck mango charge,33
3,0,3,0,1,Broke bitches on my tl...,broke bitches on my tl,broke bitch on -PRON- tl,bitch tl,,,bitch tl,5
3,0,3,0,1,Bruhhhh hoes ass laws had to fuck up the fun &#128532;&#128532;,bruhhhh hoes ass laws had to fuck up the fun,bruhhhh hoe ass law have to fuck up the fun,bruhhhh law fun,,hoe fuck,bruhhhh law fun hoe fuck,10
3,2,1,0,0,Bullets through a nigguh tru jeans,bullets through a nigguh tru jeans,bullet through a nigguh tru jean,bullet tru jean,,,bullet tru jean,6
3,2,1,0,0,Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life,bumped into a bitch that filed for sexual harassment at work against a co worker   i aint been so shook in my life,bump into a bitch that file for sexual harassment at work against a co worker    i be not be so shake in -PRON- life,bitch harassment work co worker life,,bump file be shake,bitch harassment work co worker life bump file be shake,25
3,2,1,0,0,Burn bitch http://t.co/63FmrF0g5j,burn bitch urlhere,burn bitch urlhere,bitch,,burn,bitch burn,3
3,0,3,0,1,Busted my lip playing ball so now I can't enjoy pussy and this delicious MANGO,busted my lip playing ball so now i can t enjoy pussy and this delicious mango,bust -PRON- lip play ball so now i can t enjoy pussy and this delicious mango,lip ball mango,,bust play can t enjoy,lip ball mango bust play can t enjoy,16
3,2,1,0,0,But atleast they let me know...ur a faggot if u keep those type of twitter secrets,but atleast they let me know   ur a faggot if u keep those type of twitter secrets,but atleast -PRON- let -PRON- know    ur a faggot if u keep those type of twitter secret,faggot type twitter secret,,let know keep,faggot type twitter secret let know keep,18
3,0,3,0,1,But no one calls him a pussy for his injuries,but no one calls him a pussy for his injuries,but no one call -PRON- a pussy for -PRON- injury,one pussy injury,,call,one pussy injury call,10
3,0,3,0,1,But this emotional shit is absolutely for the birds.....,but this emotional shit is absolutely for the birds,but this emotional shit be absolutely for the bird,shit bird,,,shit bird,9
3,2,0,1,0,California is home to skater trash.,california is home to skater trash,california be home to skater trash,california home skater trash,,,california home skater trash,6
3,2,1,0,0,Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing,can hashtaghere of hashtaghere imagine this hashtaghere world was created to trap them and feed them to hashtaghere like gazelles  hashtaghere hashtaghere,can hashtaghere of hashtaghere imagine this hashtaghere world be create to trap -PRON- and feed -PRON- to hashtaghere like gazelle   hashtaghere hashtaghere,hashtaghere world gazelle,,can imagine create trap feed,hashtaghere world gazelle can imagine create trap feed,23
3,0,3,0,1,Can I have a bad bitch without no flawwssss,can i have a bad bitch without no flawwssss,can i have a bad bitch without no flawwssss,bitch flawwssss,,can,bitch flawwssss can,9
3,0,3,0,1,Can i bring another bitch or nah,can i bring another bitch or nah,can i bring another bitch or nah,bitch,,can bring,bitch can bring,7
3,0,3,0,1,Can my school please fuckin remove these random ass trash cans in the middle of the hallway that I always fuckin run into,can my school please fuckin remove these random ass trash cans in the middle of the hallway that i always fuckin run into,can -PRON- school please fuckin remove these random ass trash can in the middle of the hallway that i always fuckin run into,school fuckin ass trash can middle hallway,,can remove fuckin run,school fuckin ass trash can middle hallway can remove fuckin run,23
3,2,1,0,0,"Can&#8217;t wait to humble these niggas in the playoffs again. Until then, good job hoes",can   t wait to humble these niggas in the playoffs again  until then  good job hoes,can    t wait to humble these niggas in the playoff again   until then   good job hoe,t niggas playoff job hoe,,can wait humble,t niggas playoff job hoe can wait humble,19
3,0,3,0,1,Can't fuck with no bitches. Just can't do it.,can t fuck with no bitches  just can t do it,can t fuck with no bitch   just can t do -PRON-,fuck bitch,,can t can t,fuck bitch can t can t,12
3,2,1,0,0,Can't stand bitch ass niggas.,can t stand bitch ass niggas,can t stand bitch ass niggas,t bitch ass niggas,,can stand,t bitch ass niggas can stand,6
3,2,1,0,0,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage",can t stand that asian dude just now  faggot gives me attitude cause i almost forgot my water  fuck u faggot if i wasn t on stage,can t stand that asian dude just now   faggot give -PRON- attitude cause i almost forget -PRON- water   fuck u faggot if i wasn t on stage,t dude faggot attitude water fuck u faggot t stage,,can stand give forget wasn,t dude faggot attitude water fuck u faggot t stage can stand give forget wasn,29
3,3,0,0,0,Can't stand that faggot.,can t stand that faggot,can t stand that faggot,t faggot,,can stand,t faggot can stand,5
6,4,2,0,0,Can't take u coons nowhere &amp; I mean nowhere,can t take u coons nowhere  amp  i mean nowhere,can t take u coon nowhere   amp   i mean nowhere,t u coon amp,,can take mean,t u coon amp can take mean,12
3,1,2,0,1,Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks,cants da coloreds and da white folk gets along  we all be da same cept da colored men gots da bigga dicks,cants da coloreds and da white folk get along   -PRON- all be da same cept da color man gots da bigga dick,cants da coloreds da white folk da cept da man gots da bigga dick,,get color,cants da coloreds da white folk da cept da man gots da bigga dick get color,23
3,0,3,0,1,Cause I'm the type of NIGHHA to joke on you or to play around so don't be a little bitch,cause i m the type of nighha to joke on you or to play around so don t be a little bitch,cause i m the type of nighha to joke on -PRON- or to play around so don t be a little bitch,type nighha joke don t bitch,,play be,type nighha joke don t bitch play be,22
3,3,0,0,0,Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again,ceasefire let s see how long those towel heads can go without trying to attack israel then cry to national media when they get popped again,ceasefire let s see how long those towel head can go without try to attack israel then cry to national medium when -PRON- get pop again,ceasefire towel head israel medium,,let see can go try attack cry get pop,ceasefire towel head israel medium let see can go try attack cry get pop,26
3,3,0,0,0,"Celtic means white trash. If someone says they're Celtic, it means they're white trash.",celtic means white trash  if someone says they re celtic  it means they re white trash,celtic mean white trash   if someone say -PRON- re celtic   -PRON- mean -PRON- re white trash,white trash white trash,,mean say re mean re,white trash white trash mean say re mean re,18
3,2,1,0,0,"Chasing these hoes, better get cash nigga",chasing these hoes  better get cash nigga,chase these hoe   well get cash nigga,hoe cash nigga,,chase,hoe cash nigga chase,8
3,0,3,0,1,Chicago hoes love pink lipstick &#128530;&#128533;,chicago hoes love pink lipstick,chicago hoe love pink lipstick,chicago lipstick,,hoe love,chicago lipstick hoe love,5
3,0,3,0,1,Chick got a man but no edges. Niggas got hoes but no diploma . Damn,chick got a man but no edges  niggas got hoes but no diploma   damn,chick get a man but no edge   niggas get hoe but no diploma    damn,chick man edge hoe diploma,,get get,chick man edge hoe diploma get get,16
3,2,1,0,0,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,chicks love these ugly hipster faggots  prolly cause they look like the dad that was never in their life,chick love these ugly hipster faggot   prolly cause -PRON- look like the dad that be never in -PRON- life,chick hipster faggot dad life,,love cause look,chick hipster faggot dad life love cause look,20
3,3,0,0,0,"Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""",chill rt mentionhere if i ever become president imma ban henny from america      for a day  just to see you negroes panic   gotcha bitch,chill rt mentionhere if i ever become president imma ban henny from america       for a day   just to see -PRON- negro panic    gotcha bitch,chill rt mentionhere president ban henny america day negro panic gotcha bitch,,become see,chill rt mentionhere president ban henny america day negro panic gotcha bitch become see,27
3,0,3,0,1,Chillin wit my bitch who never hesitates tonight.,chillin wit my bitch who never hesitates tonight,chillin wit -PRON- bitch who never hesitate tonight,chillin wit bitch tonight,,hesitate,chillin wit bitch tonight hesitate,8
6,4,2,0,0,Chris Bosh bout to disgrace the trophy like a real faggot smh,chris bosh bout to disgrace the trophy like a real faggot smh,chris bosh bout to disgrace the trophy like a real faggot smh,chris bosh bout trophy faggot smh,,disgrace,chris bosh bout trophy faggot smh disgrace,12
3,2,1,0,0,Clan of retards...,clan of retards,clan of retard,clan retard,,,clan retard,3
3,0,3,0,1,Come get this catfish pussy,come get this catfish pussy,come get this catfish pussy,catfish pussy,,come,catfish pussy come,5
3,2,1,0,0,Come on nd get that chicken niggers love dat chicken from popeyes http://t.co/YjFh2HaVav,come on nd get that chicken niggers love dat chicken from popeyes urlhere,come on nd get that chicken nigger love dat chicken from popeye urlhere,nd chicken nigger dat chicken popeye,,come love,nd chicken nigger dat chicken popeye come love,13
3,0,3,0,1,"Completely off topic, idgaf about that pretty hoe tho",completely off topic  idgaf about that pretty hoe tho,completely off topic   idgaf about that pretty hoe tho,topic idgaf tho,,hoe,topic idgaf tho hoe,10
3,0,3,0,1,Cost $250 RT @BrandNewAndrew: &#8220;@ItsNotHarold: I ain't buying no pussy I got too many followers for that&#8221; u in Vegas. Dont miss opportunities,cost   rt mentionhere     mentionhere  i ain t buying no pussy i got too many followers for that    u in vegas  dont miss opportunities,cost    rt mentionhere      mentionhere   i ain t buy no pussy i get too many follower for that     u in vegas   do not miss opportunity,cost mentionhere mentionhere t pussy follower u vegas opportunity,,ain buy get miss,cost mentionhere mentionhere t pussy follower u vegas opportunity ain buy get miss,29
3,0,3,0,1,Cousins looking for bitches I hope RT @TheOnlyReed: THE FUCK IS THIS? http://t.co/jLrApkDlYs,cousins looking for bitches i hope rt mentionhere  the fuck is this  urlhere,cousin look for bitch i hope rt mentionhere   the fuck be this   urlhere,cousin bitch rt mentionhere fuck,,look hope,cousin bitch rt mentionhere fuck look hope,15
3,2,1,0,0,Crew neck ass nigguh,crew neck ass nigguh,crew neck ass nigguh,crew neck ass,,,crew neck ass,4
4,3,1,0,0,Curse AVI for Coke because he's a fag and hasn't put it on yet http://t.co/jHQPwop4wk,curse avi for coke because he s a fag and hasn t put it on yet urlhere,curse avi for coke because -PRON- s a fag and hasn t put -PRON- on yet urlhere,avi coke fag hasn t,,curse s put,avi coke fag hasn t curse s put,17
3,0,3,0,1,Cus you gt d hoes,cus you gt d hoes,cus -PRON- gt d hoe,d hoe,,cus,d hoe cus,5
3,2,1,0,0,Cussed out by a fat redneck on the last day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;,cussed out by a fat redneck on the last day yolo mentionhere mentionhere mentionhere,cuss out by a fat redneck on the last day yolo mentionhere mentionhere mentionhere,redneck day mentionhere mentionhere,,cuss,redneck day mentionhere mentionhere cuss,14
3,2,1,0,0,Cute ass niggah. http://t.co/h0SQoPTYfX,cute ass niggah  urlhere,cute ass niggah   urlhere,ass niggah,,,ass niggah,5
3,1,2,0,1,Cuz its 187 how im killin these hoes,cuz its  how im killin these hoes,cuz -PRON-   how -PRON- be killin these hoe,hoe,,be killin,hoe be killin,9
3,2,1,0,0,DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#8220;U Sellout Uncle Tom Ass N*gger&#8221; http://t.co/vcBWzkyeDv,diversity  chcgo blck pstr flooded w  dth threats ovr endorsement of gop candidate     u sellout uncle tom ass n gger    urlhere,diversity   chcgo blck pstr flood w   dth threats ovr endorsement of gop candidate      u sellout uncle tom ass n gger     urlhere,diversity chcgo blck pstr w dth threats ovr endorsement gop candidate u sellout uncle tom ass gger,,flood,diversity chcgo blck pstr w dth threats ovr endorsement gop candidate u sellout uncle tom ass gger flood,25
